"BirthYear","DeathYear","Description"
"1873","1955","Footballer"
"1873","1901","American baseball player"
"1873","1944","Major League Baseball pitcher in the late 19th century college baseball coach"
"1873","1946","Scottish football manager"
"1873","1956","American baseball player"
"1873","1924","American baseball player"
"1873","1927","American baseball player"
"1873","1924","American baseball player"
"1874","1916","American baseball player"
"1874","1934","English footballer"
"1874","1931","Major League Baseball pitcher"
"1874","1929","American baseball player"
"1874","1904","Professional footballer"
"1874","1944","American baseball player"
"1874","1938","American baseball player"
"1874","1940","English footballer"
"1874","1922","Professional baseball player"
"1874","1951","Welsh footballer"
"1874","1927","Professional footballer"
"1874","1946","Footballer"
"1874","1939","Footballer"
"1874","1952","English footballer"
"1874","1941","American baseball player and coach"
"1874","1934","American baseball player"
"1874","1940","American baseball player"
"1874","1903","American baseball player"
"1874","1952","American baseball player"
"1874","1935","MLB catcher"
"1874","1936","American baseball player"
"1874","1922","English footballer and manager"
"1874","1961","Major League Baseball pitcher"
"1874","1920","American baseball player"
"1874","1901","American baseball player"
"1874","1955","American baseball player"
"1874","1951","American baseball player"
"1874","1925","American baseball player"
"1874","1915","American baseball player"
"1874","1959","Baseball player and coach"
"1874","1920","Footballer"
"1874","1913","American baseball player"
"1874","1929","American baseball player"
"1874","1957","American baseball player"
"1874","1921","English footballer"
"1874","1940","irish footballer"
"1874","1944","Major League Baseball outfielder"
"1874","1937","American baseball player"
"1874","1953","American baseball player"
"1874","1962","American baseball player and coach"
"1874","1940","American baseball player"
"1874","1935","English footballer and manager"
"1874","1938","English footballer and manager"
"1874","1947","Major League Baseball catcher"
"1874","1919","American baseball play"
"1874","1947","Scottish footballer"
"1874","1933","American baseball player coach manager"
"1874","1944","American baseball player"
"1874","1942","English footballer"
"1874","1951","American baseball player"
"1874","1962","American baseball player"
"1874","1932","Major League Baseball player"
"1874","1923","Professional footballer"
"1874","1924","American Baseball player and caoch"
"1874","1935","American baseball player"
"1874","1957","American baseball player"
"1874","1952","Scottish footballer"
"1874","1940","Major League Baseball outfielder"
"1874","1942","American baseball player"
"1874","1959","American baseball player"
"1874","1919","American baseball player"
"1874","1947","English baseball player"
"1874","1941","American baseball player"
"1874","1961","Major League Baseball shortstop"
"1874","1957","Major League Baseball catcher"
"1874","1955","English footballer"
"1874","1938","English footballer"
"1874","1954","American baseball player"
"1874","1959","American baseball player coach manager"
"1874","1956","Major League Baseball player"
"1874","1953","Scottish footballer"
"1874","1940","Professional footballer"
"1874","1921","Professional footballer"
"1874","1952","American baseball player"
"1874","1959","American baseball player"
"1874","1935","American baseball player"
"1874","1938","American baseball player and manager"
"1874","1950","American baseball player"
"1874","1952","English footballer"
"1874","1941","American baseball player"
"1874","1918","American baseball player"
"1874","1955","Footballer"
"1874","1957","Major League Baseball player"
"1874","1945","Footballer"
"1874","1940","American baseball player"
"1874","1959","American baseball player"
"1874","1968","Major League Baseball catcher"
"1874","1915","American baseball player"
"1874","1938","American baseball player"
"1874","1917","American baseball player"
"1874","1944","American baseball player"
"1874","1969","English association footballer"
"1874","1938","American baseball player"
"1874","1940","American baseball player"
"1874","1936","Major League Baseball pitcher"
"1874","1938","English footballer"
"1874","1933","English footballer"
"1874","1931","American baseball player"
"1874","1933","American baseball player"
"1874","1958","Footballer"
"1874","1926","English footballer"
"1874","1933","English footballer"
"1874","1959","Professional footballer football manager"
"1874","1947","Scottish footballer"
"1874","1958","Footballer"
"1874","1908","English footballer"
"1874","1936","Scottish footballer"
"1874","1929","Irish hurler"
"1874","1956","American baseball player"
"1874","1905","American baseball player"
"1874","1899","American Major League Baseball pitcher"
"1874","1896","American baseball player"
"1874","1942","American baseball player"
"1874","1959","American baseball player"
"1874","1954","Football player and referee cricket scorer"
"1874","1940","American baseball player"
"1874","1959","Major League Baseball left fielder"
"1874","1954","Irish footballer"
"1874","1908","American baseball player"
"1874","1934","American baseball player"
"1874","1938","American baseball player"
"1874","1955","Major League Baseball player"
"1874","1964","American baseball player"
"1874","1950","Professional footballer"
"1874","1934","American baseball player"
"1874","1954","American baseball player"
"1874","1936","American baseball player"
"1874","1910","American baseball player"
"1874","1913","American football player"
"1874","1944","American baseball player"
"1874","1946","American baseball player"
"1874","1917","English footballer"
"1874","1916","English footballer"
"1874","1950","American baseball player"
"1874","1917","American baseball player"
"1874","1931","Irish baseball player"
"1874","1958","American baseball player"
"1874","1945","American baseball player"
"1874","1910","American baseball player"
"1874","1960","Major League Baseball outfielder"
"1874","1968","Baseball player and coach"
"1875","1942","American baseball player"
"1875","1926","English footballer"
"1875","1941","American baseball player"
"1875","1943","American baseball player coach manager"
"1875","1949","Professional footballer"
"1875","1943","American baseball player"
"1875","1931","English footballer"
"1875","1962","American baseball player"
"1875","1914","English footballer"
"1875","1945","American baseball player"
"1875","1920","American baseball player"
"1875","1945","American baseball player"
"1875","1958","Footballer"
"1875","1959","American baseball player"
"1875","1908","American baseball player"
"1875","1957","American baseball player"
"1875","1972","American baseball player"
"1875","1899","Scottish footballer"
"1875","1945","American baseball player"
"1875","1944","Major League Baseball pitcher"
"1875","1942","Footballer"
"1875","1959","American baseball player"
"1875","1954","American baseball player"
"1875","1902","American baseball player"
"1875","1930","American baseball player"
"1875","1955","Major League Baseball player"
"1875","1947","American baseball player"
"1875","1961","Scottish footballer"
"1875","1955","Major League Baseball player"
"1875","1933","American baseball player"
"1875","1961","American baseball player"
"1875","1943","American baseball player"
"1875","1945","Welsh footballer"
"1875","1940","Canadian ice hockey player"
"1875","1950","American baseball player and coach"
"1875","1947","American baseball player"
"1875","1956","American baseball player"
"1875","1958","Major League Baseball pitcher"
"1875","1939","Professional baseball player"
"1875","1911","American baseball player"
"1875","1941","American baseball player"
"1875","1920","American baseball player"
"1875","1926","American baseball player"
"1875","1945","English footballer"
"1875","1945","American baseball player"
"1875","1936","American baseball player"
"1875","1937","American baseball player and manager"
"1875","1947","English footballer"
"1875","1937","English footballer"
"1875","1934","American baseball player"
"1875","1929","American baseball player"
"1875","1957","Danish footballer"
"1875","1945","English footballer"
"1875","1936","English footballer and manager"
"1875","1914","American baseball player"
"1875","1934","American baseball player"
"1875","1925","American baseball player"
"1875","1961","American baseball player"
"1875","1934","American baseball player"
"1875","1929","English footballer"
"1875","1948","Scottish footballer"
"1875","1959","American football and baseball player and coach"
"1875","1946","American baseball player"
"1875","1961","Major League Baseball player"
"1875","1931","Scottish footballer"
"1875","1945","Footballer"
"1875","1920","English footballer"
"1875","1941","American baseball player"
"1875","1943","American baseball player"
"1875","1942","English footballer and manager"
"1875","1955","American baseball player"
"1875","1936","American baseball player"
"1875","1937","American baseball player"
"1875","1939","American baseball player"
"1875","1953","English footballer"
"1875","1941","American baseball player"
"1875","1953","American baseball player"
"1875","1934","Footballer"
"1875","1965","Major League Baseball player"
"1875","1951","American baseball player"
"1875","1944","American baseball player"
"1875","1945","American baseball player"
"1875","1952","Baseball player and coach"
"1875","1946","American baseball player"
"1875","1926","American baseball player"
"1875","1937","Canadian baseball player"
"1875","1911","Major League Baseball player"
"1875","1951","American baseball player"
"1875","1960","Major League Baseball player Christian Evangelist"
"1875","1945","Footballer"
"1875","1937","Major League Baseball pitcher"
"1875","1955","American baseball player"
"1875","1917","American baseball player"
"1875","1959","American baseball player"
"1875","1921","American baseball player"
"1875","1919","American baseball player"
"1875","1959","Major League Baseball outfielders"
"1875","1944","American baseball player"
"1875","1952","American baseball player"
"1875","1933","Major League Baseball outfielder"
"1875","1944","Major League Baseball player"
"1875","1961","English footballer"
"1875","1933","American baseball player"
"1875","1941","American baseball player"
"1875","1923","American baseball player"
"1875","1931","Association football defender"
"1875","1975","American baseball player"
"1875","1931","American baseball player"
"1875","1942","American baseball player"
"1875","1904","Major League Baseball player"
"1875","1959","American football player"
"1875","1949","English footballer"
"1875","1904","American baseball player"
"1875","1942","English footballer"
"1875","1932","English footballer"
"1875","1947","American baseball player"
"1875","1924","American baseball player"
"1875","1941","American baseball player"
"1875","1942","American baseball player"
"1875","1942","Major League Baseball shortstop college baseball coach"
"1875","1937","English footballer"
"1875","1944","Major League Baseball pitcher"
"1875","1947","American baseball player"
"1875","1900","Scottish footballer"
"1875","1944","American baseball player"
"1875","1954","American baseball player"
"1876","1944","American baseball player"
"1876","1936","English footballer"
"1876","1948","English footballer and manager"
"1876","1936","Major League Baseball player"
"1876","1928","Scottish footballer"
"1876","1971","American baseball player"
"1876","1964","American baseball player"
"1876","1916","Major League Baseball outfielder"
"1876","1956","American baseball player"
"1876","1951","Canadian baseball player"
"1876","1948","American baseball player"
"1876","1960","American football and baseball player and coach"
"1876","1934","American baseball player"
"1876","1937","Baseball player and coach"
"1876","1933","American baseball player"
"1876","1943","American baseball player"
"1876","1940","American baseball player"
"1876","1968","American baseball player"
"1876","1948","American baseball player"
"1876","1905","Major League Baseball pitcher"
"1876","1949","Canadian baseball player"
"1876","1939","Irish footballer; football manager"
"1876","1952","Footballer"
"1876","1941","Baseball player and coach"
"1876","1950","American baseball player"
"1876","1913","American baseball player"
"1876","1953","American baseball player"
"1876","1941","American baseball player"
"1876","1914","American baseball player"
"1876","1937","English footballer"
"1876","1951","American soccer player"
"1876","1954","English footballer"
"1876","1951","Professional footballer"
"1876","1952","American baseball player"
"1876","1941","American baseball player"
"1876","1934","American baseball player"
"1876","1956","American baseball player"
"1876","1940","English footballer"
"1876","1909","Major League Baseball shortstop"
"1876","1910","English footballer"
"1876","1922","American baseball player"
"1876","1908","American MLB player"
"1876","1938","American baseball player"
"1876","1965","American baseball manager"
"1876","1940","Scottish footballer"
"1876","1950","American baseball player"
"1876","1951","American baseball player"
"1876","1928","Major League Baseball pitcher"
"1876","1971","American football player"
"1876","1933","Major League Baseball player"
"1876","1962","English footballer"
"1876","1931","Major League Baseball player"
"1876","1964","American baseball player"
"1876","1962","Irish footballer"
"1876","1943","American baseball player"
"1876","1908","American baseball player"
"1876","1921","American baseball player"
"1876","1952","Scottish footballer"
"1876","1955","Professional footballer"
"1876","1920","American baseball player"
"1876","1953","American baseball player"
"1876","1915","Major League Baseball player"
"1876","1960","English footballer"
"1876","1950","American baseball player"
"1876","1926","Major League Baseball player"
"1876","1961","Major League Baseball player"
"1876","1953","American baseball player"
"1876","1948","American baseball player"
"1876","1924","American baseball player coach manager"
"1876","1957","Canadian ice hockey player"
"1876","1929","Canadian baseball player"
"1876","1970","Scottish professional footballer"
"1876","1967","Major League Baseball outfielder"
"1876","1953","Scottish footballer"
"1876","1919","Footballer"
"1876","1938","Footballer"
"1876","1914","American baseball player"
"1876","1955","American baseball player"
"1876","1927","Major League Baseball player"
"1876","1964","American baseball player"
"1876","1940","Major League Baseball player"
"1876","1920","American baseball player"
"1876","1928","Scottish professional association footballer"
"1876","1950","Scottish footballer and manager"
"1876","1902","American baseball player"
"1876","1955","English footballer"
"1876","1945","American baseball player"
"1876","1919","American baseball player and coach"
"1876","1956","American baseball player"
"1876","1926","American baseball player"
"1876","1948","Major League Baseball player"
"1876","1961","English footballer"
"1876","1949","English footballer"
"1876","1955","American baseball player"
"1876","1923","American baseball player and coach"
"1876","1959","American baseball player"
"1876","1950","Major League Baseball player"
"1876","1905","American baseball player"
"1876","1940","English footballer"
"1876","1943","American baseball player"
"1876","1927","Baseball player and coach"
"1876","1927","Footballer"
"1876","1929","English footballer"
"1876","1943","Scottish football player and manager"
"1876","1917","Welsh footballer"
"1876","1931","Scottish footballer"
"1876","1947","American baseball player"
"1876","1934","American baseball player"
"1876","1938","American baseball player"
"1876","1949","American baseball player"
"1876","1953","American baseball player"
"1876","1963","Norwegian baseball player"
"1876","1965","American baseball player"
"1876","1936","Footballer"
"1876","1952","Scottish footballer"
"1876","1931","American baseball player"
"1876","1946","English footballer"
"1876","1932","Footballer"
"1876","1941","Major League Baseball player"
"1876","1945","Major League Baseball player"
"1876","1924","American baseball player"
"1876","1939","American baseball player"
"1876","1912","American baseball player"
"1876","1952","American baseball player"
"1876","1920","American baseball player"
"1876","1937","Professional footballer"
"1876","1946","Irish hurler"
"1876","1965","Baseball player and coach"
"1876","1931","Footballer"
"1876","1927","Major League Baseball second baseman"
"1876","1908","Major League Baseball player"
"1876","1932","Baseball player and coach"
"1876","1934","American baseball player"
"1876","1953","American baseball player"
"1876","1934","American baseball player"
"1876","1947","American baseball player"
"1876","1922","American baseball player"
"1876","1962","Major League Baseball player"
"1876","1923","American baseball player"
"1876","1937","Baseball player"
"1876","1932","Baseball player and coach"
"1876","1961","American baseball player"
"1876","1935","Major League Baseball player"
"1876","1923","American baseball player"
"1876","1959","English footballer"
"1876","1918","Welsh footballer"
"1876","1914","Footballer"
"1876","1940","Scottish footballer"
"1876","1958","Professional footballer"
"1876","1931","Player of American football"
"1876","1900","Major League Baseball player"
"1876","1943","American baseball player"
"1876","1958","Major League Baseball player"
"1877","1935","Major League Baseball pitcher"
"1877","1934","Professional footballer"
"1877","1926","Footballer"
"1877","1955","English footballer and manager"
"1877","1946","English footballer and manager"
"1877","1933","Professional footballer"
"1877","1921","Major League Baseball player"
"1877","1949","American baseball player"
"1877","1945","Professional footballer"
"1877","1958","English footballer"
"1877","1950","English footballer and cricketer"
"1877","1958","American baseball player"
"1877","1929","American baseball player"
"1877","1923","Major League Baseball player"
"1877","1949","Footballer and ceramic artist"
"1877","1936","American baseball player"
"1877","1959","Welsh footballer"
"1877","1958","Major League Baseball pitcher"
"1877","1945","American baseball player"
"1877","1945","English footballer"
"1877","1930","Scottish footballer"
"1877","1939","American baseball player"
"1877","1950","German baseball player"
"1877","1917","American baseball player"
"1877","1951","Scottish footballer"
"1877","1959","English footballer"
"1877","1943","English footballer"
"1877","1949","Professional footballer"
"1877","1931","Major League Baseball player"
"1877","1950","American baseball player"
"1877","1949","American baseball player"
"1877","1959","American baseball player"
"1877","1969","American baseball player"
"1877","1959","American baseball player"
"1877","1949","American baseball player"
"1877","1947","American baseball player"
"1877","1942","English footballer and manager"
"1877","1945","American baseball player"
"1877","1914","American baseball player"
"1877","1920","Major League Baseball pitcher"
"1877","1951","English footballer"
"1877","1934","American baseball player"
"1877","1915","Irish hurler"
"1877","1957","American baseball player"
"1877","1912","American baseball player"
"1877","1935","American baseball player"
"1877","1912","American baseball player"
"1877","1933","American baseball player"
"1877","1964","American baseball player"
"1877","1952","American baseball player"
"1877","1934","Irish footballer"
"1877","1931","American baseball player"
"1877","1950","American baseball player"
"1877","1919","Scottish footballer"
"1877","1956","American baseball player"
"1877","1956","English footballer"
"1877","1937","American baseball player"
"1877","1936","American baseball player"
"1877","1924","American baseball player"
"1877","1925","English footballer"
"1877","1943","American baseball player"
"1877","1941","American baseball player"
"1877","1916","Footballer"
"1877","1957","English footballer"
"1877","1911","English footballer"
"1877","1903","American baseball player"
"1877","1937","American baseball player"
"1877","1915","American baseball player"
"1877","1929","American baseball player"
"1877","1938","American baseball player"
"1877","1920","American baseball player"
"1877","1952","Scottish footballer"
"1877","1940","Canadian baseball player"
"1877","1966","American baseball player"
"1877","1959","English footballer"
"1877","1962","English footballer"
"1877","1926","Scottish footballer"
"1877","1948","Scottish footballer"
"1877","1936","American baseball player"
"1877","1966","American baseball player"
"1877","1910","Professional footballer"
"1877","1959","American baseball player"
"1877","1956","Major League Baseball player"
"1877","1914","English footballer"
"1877","1964","Major League Baseball pitcher"
"1877","1921","English footballer"
"1877","1951","American baseball player"
"1877","1930","English footballer"
"1877","1937","American baseball player"
"1877","1961","German baseball player"
"1877","1929","American baseball player"
"1877","1943","American football player"
"1877","1948","Major League Baseball catcher"
"1877","1951","American baseball player"
"1877","1909","American baseball player"
"1877","1950","American MLB outfielder"
"1877","1937","English footballer"
"1877","1940","English footballer"
"1877","1958","American baseball player"
"1877","1924","American baseball player"
"1877","1960","American baseball player"
"1877","1927","Major League Baseball pitcher"
"1877","1941","Professional footballer"
"1877","1961","American Major League Baseball pitcher"
"1877","1955","American baseball player"
"1877","1915","Scottish footballer  Scottish footballer"
"1877","1955","Scottish footballer"
"1877","1916","Footballer"
"1877","1960","Major League Baseball pitcher"
"1877","1969","American baseball player"
"1877","1957","Welsh footballer"
"1877","1918","American baseball player"
"1877","1968","American baseball player"
"1877","1904","English footballer"
"1877","1956","Major League Baseball pitcher"
"1877","1961","American baseball player"
"1877","1949","American baseball player"
"1877","1964","American baseball player"
"1877","1950","Major League Baseball pitcher"
"1877","1940","American baseball player"
"1877","1959","American baseball player"
"1877","1951","American baseball player"
"1877","1933","American baseball player"
"1877","1963","American baseball player"
"1877","1951","Baseball player"
"1877","1948","Footballer"
"1877","1925","Footballer"
"1877","1962","American baseball player"
"1877","1962","American baseball player"
"1877","1959","American baseball player and coach"
"1877","1934","American baseball player"
"1877","1914","American baseball player"
"1877","1914","American baseball player"
"1877","1938","Professional footballer"
"1877","1965","Footballer"
"1877","1935","Scottish footballer and manager"
"1877","1958","American baseball player"
"1878","1950","American baseball player"
"1878","1949","American baseball player"
"1878","1959","Irish footballer"
"1878","1950","American baseball player"
"1878","1953","American baseball player"
"1878","1938","English footballer"
"1878","1949","American baseball player coach manager"
"1878","1963","American baseball player"
"1878","1951","American MLB catcher"
"1878","1951","American baseball player"
"1878","1916","American baseball player"
"1878","1963","American baseball player"
"1878","1964","English footballer and football manager"
"1878","1956","American baseball player"
"1878","1938","English footballer"
"1878","1956","American baseball player"
"1878","1970","American baseball player coach manager"
"1878","1964","Baseball player"
"1878","1939","English footballer"
"1878","1930","American baseball player"
"1878","1956","American baseball player"
"1878","1952","Footballer"
"1878","1931","English footballer"
"1878","1958","Irish hurler"
"1878","1912","Professional baseball player"
"1878","1956","American baseball player"
"1878","1942","Scottish footballer and manager"
"1878","1952","Scottish footballer"
"1878","1958","Canadian baseball player"
"1878","1933","American baseball player"
"1878","1942","American baseball player"
"1878","1921","English footballer"
"1878","1957","English footballer"
"1878","1936","American baseball player"
"1878","1953","American baseball player"
"1878","1945","American baseball player"
"1878","1940","American baseball player"
"1878","1952","American baseball player"
"1878","1965","English footballer"
"1878","1933","American baseball player"
"1878","1950","Footballer"
"1878","1937","Footballer"
"1878","1934","Association football player and manager"
"1878","1943","American baseball player"
"1878","1919","Major League Baseball player Manager"
"1878","1962","Professional baseball pitcher"
"1878","1963","Scottish footballer and manager"
"1878","1943","Irish hurler"
"1878","1924","Scottish footballer"
"1878","1924","American baseball player"
"1878","1960","American baseball player"
"1878","1952","American baseball player"
"1878","1966","Scottish footballer and manager"
"1878","1955","Scottish footballer"
"1878","1933","Scottish footballer"
"1878","1956","American baseball player"
"1878","1969","FC Barcelona President"
"1878","1939","Footballer"
"1878","1931","Professional baseball pitcher"
"1878","1926","Swiss baseball player"
"1878","1967","English footballer"
"1878","1944","American baseball player"
"1878","1949","Scottish footballer"
"1878","1949","Scottish footballer"
"1878","1932","Professional footballer"
"1878","1963","German football manager"
"1878","1955","American baseball player"
"1878","1953","American baseball player"
"1878","1935","English footballer and manager"
"1878","1903","Scottish footballer"
"1878","1930","Footballer"
"1878","1960","American baseball player"
"1878","1938","Footballer"
"1878","1945","English footballer"
"1878","1951","American baseball player"
"1878","1929","Professional footballer"
"1878","1936","English footballer"
"1878","1948","American baseball player"
"1878","1932","English footballer and manager"
"1878","1943","American baseball player"
"1878","1954","American baseball player"
"1878","1943","American baseball player"
"1878","1945","Scottish footballer"
"1878","1945","Major League Baseball outfielder"
"1878","1956","American baseball player"
"1878","1936","American baseball player"
"1878","1949","American baseball player"
"1878","1938","American baseball player"
"1878","1932","English footballer"
"1878","1940","Scottish footballer"
"1878","1934","English footballer"
"1878","1960","American baseball player"
"1878","1928","Major League Baseball pitcher"
"1878","1939","Professional footballer"
"1878","1962","Professional footballer"
"1878","1945","Professional footballer"
"1878","1924","American baseball player"
"1878","1950","American baseball player"
"1878","1955","American baseball player"
"1878","1940","American baseball player"
"1878","1922","American baseball player"
"1878","1951","English footballer"
"1878","1918","American baseball player"
"1878","1974","Major League Baseball pitcher"
"1878","1946","Baseball player and coach"
"1878","1917","English footballer and manager"
"1878","1961","American baseball player"
"1878","1945","Baseball player"
"1878","1943","English footballer"
"1878","1927","English footballer"
"1878","1911","American baseball player"
"1878","1947","American baseball player"
"1878","1949","Scottish footballer"
"1878","1948","Footballer"
"1878","1964","American baseball player"
"1878","1945","English footballer"
"1878","1950","Major League Baseball left fielder"
"1878","1961","American baseball player"
"1878","1966","English footballer"
"1878","1942","American baseball player"
"1878","1954","Footballer"
"1878","1955","American baseball player and coach"
"1878","1962","English footballer"
"1878","1962","English footballer"
"1878","1969","English footballer and manager"
"1878","1937","American baseball player"
"1878","1934","American baseball player"
"1878","1928","American MLB player"
"1878","1957","Welsh footballer"
"1878","1960","Major League Baseball player"
"1878","1938","American baseball player"
"1878","1948","American baseball player manager team owner"
"1878","1919","English footballer"
"1878","1937","American baseball player"
"1878","1940","American baseball player"
"1878","1937","English footballer"
"1878","1941","American baseball player"
"1878","1941","Canadian baseball player"
"1878","1931","American baseball player"
"1878","1946","American baseball player"
"1878","1933","English cricketer"
"1878","1950","English footballer"
"1878","1958","American baseball player"
"1878","1936","Scottish footballer"
"1878","1952","American baseball player"
"1878","1967","English footballer"
"1878","1939","English footballer"
"1878","1952","Scottish footballer"
"1878","1946","American baseball player"
"1878","1909","footballer"
"1878","1955","Major League Baseball outfielder"
"1878","1938","Major League Baseball pitcher"
"1878","1962","Major League Baseball pitcher"
"1879","1923","American baseball player"
"1879","1947","American baseball player"
"1879","1944","Major League Baseball player"
"1879","1948","Major League Baseball player"
"1879","1935","American baseball player"
"1879","1947","American baseball player"
"1879","1960","Footballer"
"1879","1935","English footballer and manager"
"1879","1939","Professional footballer"
"1879","1949","American baseball player"
"1879","1946","American baseball player"
"1879","1926","Major League Baseball catcher"
"1879","1944","American baseball player"
"1879","1970","American baseball player"
"1879","1968","American baseball player"
"1879","1969","American baseball player"
"1879","1954","American baseball player"
"1879","1968","American baseball player"
"1879","1957","American baseball player"
"1879","1935","Footballer"
"1879","1952","English footballer"
"1879","1951","American baseball player"
"1879","1933","English footballer"
"1879","1931","English footballer and manager"
"1879","1969","American baseball player"
"1879","1938","Association footballer"
"1879","1948","Association footballer"
"1879","1923","Professional baseball player manager and umpire"
"1879","1955","American baseball player"
"1879","1951","English footballer"
"1880","1951","Scottish footballer"
"1879","1963","American baseball player"
"1879","1946","Irish hurler"
"1879","1953","American baseball player"
"1879","1969","Major League Baseball pitcher college baseball coach"
"1879","1944","American baseball player and coach"
"1879","1955","Major League Baseball outfielder"
"1879","1951","American baseball player"
"1879","1945","American baseball player"
"1879","1961","Major League Baseball outfielder"
"1879","1929","American baseball player"
"1879","1943","Irish hurler"
"1879","1962","English footballer"
"1879","1942","Scottish footballer"
"1879","1944","American baseball player"
"1879","1963","American baseball player"
"1879","1951","Professional footballer"
"1879","1921","American baseball player"
"1879","1916","English footballer and manager"
"1879","1927","American baseball player"
"1879","1945","English footballer"
"1879","1949","American baseball player"
"1879","1927","English footballer"
"1879","1942","Scottish footballer"
"1879","1946","English footballer"
"1879","1942","American baseball player"
"1879","1945","American baseball player"
"1879","1922","American baseball player"
"1879","1928","American baseball player"
"1879","1948","Baseball player and coach"
"1879","1961","American baseball player"
"1879","1957","American baseball player"
"1879","1956","American baseball player"
"1879","1973","American baseball player"
"1879","1960","American baseball player"
"1879","1952","American baseball player"
"1879","1942","American baseball player"
"1879","1944","Canadian baseball player"
"1879","1956","American baseball player"
"1879","1956","English footballer"
"1879","1941","Footballer"
"1879","1913","American baseball player"
"1879","1943","Footballer"
"1879","1950","American baseball player"
"1879","1929","American baseball player"
"1879","1943","American baseball player"
"1879","1918","American baseball player"
"1879","1944","American baseball player"
"1879","1962","American baseball player"
"1879","1948","American baseball player and coach"
"1879","1917","American baseball player"
"1879","1946","English footballer"
"1879","1955","English footballer"
"1879","1967","English footballer"
"1879","1949","Professional footballer"
"1879","1929","English footballer"
"1879","1961","American baseball player"
"1879","1953","American baseball player"
"1879","1918","Major League Baseball catcher"
"1879","1950","Baseball player"
"1879","1959","Major League Baseball pitcher"
"1879","1952","American baseball player"
"1879","1968","Irish footballer"
"1879","1936","Scottish footballer"
"1879","1959","American baseball player"
"1879","1956","Welsh footballer"
"1879","1950","Major League Baseball pitcher"
"1879","1908","English footballer"
"1879","1943","American baseball player"
"1879","1972","Major League Baseball player doctor"
"1879","1942","American baseball player"
"1879","1917","English footballer"
"1879","1961","American baseball player"
"1879","1944","American baseball player American baseball player"
"1879","1961","English footballer and manager"
"1879","1929","Footballer"
"1879","1958","English footballer"
"1879","1948","Major League Baseball first baseman"
"1879","1937","American baseball player"
"1879","1965","American baseball player"
"1879","1957","German baseball player"
"1879","1942","English footballer"
"1879","1962","English footballer"
"1879","1941","Footballer"
"1879","1937","English footballer"
"1879","1941","English footballer"
"1879","1931","American baseball player"
"1879","1967","American baseball player"
"1879","1930","Scottish footballer"
"1879","1952","American baseball player"
"1879","1968","American baseball player"
"1879","1954","English footballer"
"1879","1904","English footballer"
"1879","1952","Major League Baseball first baseman"
"1879","1937","American baseball player"
"1879","1913","American baseball player"
"1879","1949","American baseball player"
"1879","1953","American baseball player"
"1879","1965","Professional baseball player and coach"
"1879","1942","American football player"
"1879","1915","English footballer"
"1879","1942","American baseball player"
"1879","1952","Major League Baseball pitcher"
"1879","1928","English footballer"
"1879","1961","American baseball player"
"1879","1959","American baseball player"
"1879","1960","American baseball player"
"1879","1974","American baseball player"
"1879","1959","American baseball player"
"1879","1958","American baseball player"
"1879","1959","Major League Baseball third baseman"
"1879","1939","English footballer"
"1879","1952","English footballer"
"1879","1964","American baseball player"
"1879","1954","American baseball player"
"1879","1949","American baseball player"
"1879","1953","American baseball player"
"1879","1947","American baseball player"
"1879","1955","Association footballer"
"1879","1930","Scottish footballer"
"1879","1910","ffff"
"1879","1934","American baseball player"
"1879","1926","Footballer"
"1879","1936","American baseball player"
"1879","1942","American baseball player"
"1879","1936","Scottish footballer"
"1879","1949","American baseball player"
"1879","1947","American baseball player"
"1880","1960","American baseball player"
"1880","1970","English footballer"
"1880","1957","American baseball player"
"1880","1961","Major League Baseball catcher"
"1880","1971","American baseball player"
"1880","1942","American baseball player"
"1880","1952","Scottish footballer"
"1880","1921","American baseball player"
"1880","1955","English footballer"
"1880","1944","American baseball player"
"1880","1926","American baseball player"
"1880","1950","Canadian baseball player"
"1880","1910","American baseball player"
"1880","1972","American baseball pitcher"
"1880","1954","American baseball player"
"1880","1941","Major League Baseball pitcher"
"1880","1955","Football (soccer) player and manager"
"1880","1957","Dutch footballer"
"1880","1939","American baseball player"
"1880","1969","English footballer"
"1880","1954","American baseball player"
"1880","1955","Professional footballer"
"1880","1964","American football player"
"1880","1956","Dutch footballer"
"1880","1959","English footballer and manager"
"1880","1959","English footballer and manager"
"1880","1961","Scottish footballer"
"1880","1942","Professional footballer"
"1880","1950","Major League Baseball pitcher"
"1880","1924","American baseball player"
"1880","1965","English footballer"
"1880","1947","English footballer"
"1880","1951","American baseball player"
"1880","1927","American baseball player"
"1880","1964","English footballer"
"1880","1966","Irish hurler"
"1880","1939","Major League Baseball player"
"1880","1969","American baseball player"
"1880","1965","Footballer"
"1880","1957","English footballer"
"1880","1938","American baseball player"
"1880","1927","English footballer"
"1880","1953","American baseball player"
"1880","1908","Footballer"
"1880","1943","Major League Baseball shortstop"
"1880","1942","American baseball player"
"1880","1967","English footballer"
"1880","1962","Irish Gaelic footballer"
"1880","1915","Footballer"
"1880","1961","English footballer"
"1880","1949","Russian baseball player"
"1880","1951","English footballer"
"1880","1972","American baseball player"
"1880","1929","American baseball player"
"1880","1976","Major League Baseball pitcher"
"1880","1949","Major League Baseball player Oil man"
"1880","1951","American baseball player"
"1880","1947","American baseball player"
"1880","1948","American baseball player manager"
"1880","1960","English footballer"
"1880","1953","American baseball player"
"1880","1934","Footballer"
"1880","1949","Professional footballer"
"1880","1971","American baseball player"
