"BirthYear","DeathYear","Description"
"1936","2008","Footballer"
"1936","2004","English footballer"
"1936","2008","Argentine footballer"
"1936","2011","Romanian footballer"
"1936","2008","American football player"
"1936","2012","Late footballer"
"1936","1987","American football player"
"1936","2008","English footballer"
"1936","2003","Professional footballer"
"1936","2011","footballer"
"1936","1998","footballer"
"1936","2003","Olympic footballer"
"1936","2010","American baseball player and coach"
"1936","2011","Professional baseball player"
"1936","2004","English footballer and manager"
"1936","1987","footballer"
"1936","2013","American football player"
"1936","1970","American baseball player"
"1936","2008","Footballer"
"1936","1958","Association footballer"
"1936","2014","American football player"
"1936","1958","English footballer"
"1936","2007","Footballer"
"1936","2013","American football player"
"1936","2009","Irish footballer"
"1936","1999","English footballer"
"1936","1996","American baseball player"
"1936","1995","Professional footballer"
"1936","2008","American baseball player"
"1936","2012","American football player"
"1936","1982","Scottish footballer"
"1936","2005","Professional footballer"
"1936","2008","Swiss footballer"
"1936","1991","Argentine footballer"
"1936","1979","Italian footballer"
"1936","2009","Italian footballer"
"1936","1995","Argentine footballer"
"1936","1960","American football player"
"1936","1998","American football player"
"1936","1998","Footballer"
"1936","2011","English footballer"
"1936","1973","American football player"
"1936","2009","Irish footballer and manager"
"1936","2011","Footballer"
"1936","1967","Bulgarian footballer"
"1936","2011","Russian footballer"
"1936","1990","Scottish footballer"
"1936","1969","Professional footballer"
"1936","2012","English footballer"
"1936","2004","Footballer"
"1936","1993","American baseball player"
"1936","2001","American baseball player"
"1936","1999","American football player"
"1936","2011","Scottish footballer"
"1936","2002","English footballer"
"1936","2009","English footballer"
"1936","1994","English footballer and manager"
"1936","2013","American baseball player"
"1936","1997","footballer"
"1936","2011","footballer"
"1936","1999","Israeli footballer"
"1936","1985","English footballer"
"1936","1985","American baseball player"
"1936","1968","American football player"
"1936","2007","Northern Irish footballer"
"1936","2000","English footballer"
"1936","2001","American baseball player"
"1936","1964","American football player"
"1936","2007","English footballer"
"1936","2012","Scottish footballer"
"1936","2000","Scottish footballer"
"1936","1991","Footballer"
"1936","2014","Footballer"
"1936","1982","English footballer"
"1936","1992","English footballer"
"1936","2007","English footballer"
"1936","2011","American baseball player"
"1936","1994","Professional footballer"
"1936","2010","American football player"
"1936","2011","Serbian footballer"
"1936","2008","footballer"
"1936","2010","footballer"
"1936","2010","Russian footballer"
"1936","2012","Swiss ice hockey player"
"1936","1987","Baseball player"
"1936","2004","American baseball player"
"1936","2004","American football player"
"1936","1994","American baseball player"
"1936","1983","American football player"
"1936","2000","American football player"
"1936","1991","American baseball player"
"1936","2011","English footballer"
"1936","1989","Footballer"
"1936","2007","footballer"
"1936","2014","English footballer"
"1936","2011","American football player"
"1936","2001","footballer"
"1936","2007","Irish hurler"
"1936","1999","American football player"
"1936","1991","American baseball player"
"1936","2005","English footballer and manager"
"1936","1995","Japanese Olympic footballer"
"1936","2005","Irish hurler and Gaelic footballer"
"1936","2000","English footballer and manager"
"1936","1991","Turkish footballer"
"1936","1994","Argentine footballer"
"1936","2009","English footballer"
"1936","2003","Serbian footballer"
"1936","2011","German footballer"
"1936","1984","American baseball player"
"1936","1974","Bulgarian footballer"
"1936","1978","Scottish footballer"
"1936","2002","American football player"
"1936","2010","English footballer"
"1936","1994","American football player"
"1936","2000","Welsh footballer"
"1936","2012","Mexican footballer"
"1936","2011","American football league player and announcer"
"1936","1998","American football player"
"1936","2000","Australian Aboriginal activist and football (soccer) player coach and administrator"
"1936","2001","American soccer player"
"1936","2006","American football player"
"1936","2004","Irish footballer"
"1936","1966","Footballer"
"1936","2011","American football player"
"1936","2008","English footballer"
"1936","2003","Football player/manager"
"1936","2010","Swedish footballer and manager"
"1936","2013","Welsh footballer"
"1936","2012","American football player"
"1936","2008","footballer"
"1936","1983","Argentine footballer"
"1936","2011","Serbian footballer"
"1937","2012","Croatian footballer"
"1937","2013","Footballer"
"1937","1999","American football player"
"1937","2009","English footballer"
"1937","2014","Footballer"
"1937","1983","American football player"
"1937","1997","American football player cornerback"
"1937","2004","American baseball player and coach"
"1937","2012","English professional footballer"
"1937","2009","Footballer"
"1937","2003","Russian footballer"
"1937","2013","footballer"
"1937","2002","American baseball player"
"1937","1990","German footballer"
"1937","2010","Russian footballer"
"1937","2008","Gaelic football player"
"1937","1996","American baseball player"
"1937","2014","Russian footballer Russian footballer and manager"
"1937","2013","English footballer"
"1937","2011","American football player"
"1937","1999","Footballer"
"1937","1966","footballer"
"1937","2013","Irish footballer and manager"
"1937","1991","English footballer"
"1937","1992","Spanish footballer"
"1937","2000","English footballer"
"1937","2006","Player of American football"
"1937","2005","American baseball player"
"1937","2004","American baseball player"
"1937","1961","English footballer"
"1937","1993","Welsh footballer"
"1937","2010","Cuban baseball player"
"1937","1993","American football player"
"1937","1991","footballer"
"1937","2011","American football player"
"1937","1993","English footballer and manager"
"1937","2006","Bahamian baseball player"
"1937","1990","English footballer"
"1937","2004","Italian footballer and manager"
"1937","2000","Irish footballer and manager"
"1937","2008","American football player"
"1937","2012","American baseball player"
"1937","2012","Serbian footballer"
"1937","2012","German footballer"
"1937","1996","English footballer"
"1937","1997","German footballer"
"1937","2009","football player"
"1937","2000","American football player"
"1937","1998","English footballer and manager"
"1937","2009","Spanish football player/manager"
"1937","2001","Footballer"
"1937","2010","American baseball player"
"1937","2003","American football player"
"1937","2012","American football player"
"1937","1990","Soviet footballer"
"1937","1989","American football player and coach"
"1937","1995","American football player"
"1937","2010","Footballer"
"1937","1984","Scottish footballer and manager"
"1937","2008","American baseball player"
"1937","2010","Scottish footballer and manager"
"1937","2013","American football player"
"1937","2011","South African football manager"
"1937","2010","Russian footballer"
"1937","2006","Soviet association football player"
"1937","1996","Irish hurler"
"1937","2006","Ghanaian footballer"
"1937","2011","American football player"
"1937","1994","American baseball player"
"1937","2010","Bulgarian footballer"
"1937","2006","All-American Girls Professional Baseball League player"
"1937","2009","American baseball player"
"1937","2004","Footballer"
"1937","2006","Ecuadorian footballer"
"1937","1993","Russian footballer"
"1937","2009","Professional footballer"
"1937","2001","Scottish footballer"
"1937","2014","Danish footballer"
"1937","1982","Baseball player"
"1937","2009","American football player"
"1937","2002","Player of American football"
"1937","2013","Professional footballer"
"1937","2013","American football playerand announcer"
"1937","1988","American baseball player"
"1937","2006","American football player"
"1937","1987","American baseball player"
"1937","2001","Footballer"
"1937","2009","footballer"
"1937","1994","footballer"
"1937","2009","American football player and coach"
"1937","2004","Ukrainian footballer and manager"
"1937","2011","Cuban baseball player"
"1937","2006","American college baseball player Major League Baseball player pitcher"
"1937","2010","American baseball player"
"1937","2008","American football player"
"1937","2000","American baseball player"
"1937","2007","English footballer"
"1937","1993","English footballer"
"1937","1986","Italian footballer and manager"
"1937","2014","Professional footballer"
"1937","2008","American football player"
"1937","2010","Baseball player"
"1937","1987","American baseball player"
"1937","1972","Serbian footballer"
"1937","2013","Yugoslav footballer"
"1937","2008","Polish footballer"
"1937","1967","American baseball player"
"1937","1994","soccer player and manager"
"1937","1999","English footballer and manager"
"1937","2003","Italian footballer and manager"
"1937","2007","Polish footballer"
"1937","1987","American baseball player and coach"
"1937","2010","American baseball player"
"1937","2012","Scottish footballer"
"1937","2002","Scottish footballer"
"1966","2011","Stand up Comic"
"1937","1994","Footballer"
"1937","2010","Professional footballer"
"1937","2012","Scottish footballer and manager"
"1937","2007","English footballer and manager"
"1937","2007","Italian footballer"
"1937","2012","Nigerian footballer"
"1937","1980","Footballer"
"1937","2010","American football player"
"1937","2001","Uruguayan footballer"
"1937","2008","Spanish footballer"
"1937","1997","American baseball player"
"1937","1981","English footballer"
"1937","1992","American football player"
"1937","1988","American football player"
"1937","1996","Footballer"
"1937","2010","footballer"
"1937","1994","American baseball player"
"1937","2003","American running back"
"1937","1991","American baseball player"
"1937","1984","American football player"
"1937","2007","American baseball player and coach"
"1937","2012","Footballer"
"1937","2001","Zambian footballer"
"1937","2010","Scottish footballer"
"1937","1998","Footballer"
"1937","1976","footballer"
"1937","2006","South Korean footballer"
"1937","2006","Ghanaian footballer"
"1937","1990","American football player"
"1937","2011","Dutch footballer"
"1937","1993","American football player"
"1937","2009","American football player"
"1937","1987","American football player"
"1937","2012","Irish hurler and Gaelic footballer"
"1937","2011","Northern Irish footballer"
"1937","1964","Scottish footballer"
"1937","2011","American football tight end and linebacker"
"1937","2010","English footballer"
"1937","2005","Player of American football"
"1937","1974","American baseball player"
"1937","2013","Spanish football player/manager"
"1937","2004","Argentine footballer and manager"
"1937","1982","Welsh footballer"
"1937","2010","Major League Baseball player"
"1938","2008","Swedish footballer"
"1938","2011","footballer"
"1938","1975","American football player"
"1938","2013","footballer"
"1938","1998","American football player"
"1938","1998","Major League Baseball catcher"
"1938","2007","American football player"
"1938","2012","Hungarian footballer"
"1938","2013","Footballer"
"1938","2014","Footballer and manager"
"1938","1991","Chilean footballer"
"1938","2004","American baseball player"
"1938","2012","Egyptian footballer"
"1938","1997","Footballer"
"1938","1998","footballer"
"1938","2004","American baseball player"
"1938","2002","German footballer"
"1938","2000","Olympic footballer"
"1938","2007","American baseball player"
"1938","2013","Welsh footballer"
"1938","2013","American football player"
"1938","2013","American baseball player"
"1938","1991","Association football player and coach"
"1938","2012","German football player and manager"
"1938","2002","Footballer"
"1938","1993","footballer"
"1938","1997","Spanish footballer"
"1938","2004","English footballer and manager"
"1938","2007","Northern Irish footballer and manager"
"1938","1992","American baseball player and coach"
"1938","2006","American football player"
"1938","2009","Australian soccer player"
"1938","1980","American football player"
"1938","2010","American football player television sportscaster"
"1938","2012","American baseball player and executive"
"1938","1997","American football player"
"1938","1995","American football player"
"1938","2012","Professional baseball player"
"1938","2000","American baseball player"
"1938","2009","American baseball player"
"1938","2002","Yugoslav footballer"
"1938","2008","American baseball player"
"1972","2001","Scottish footballer"
"1938","1999","Croatian footballer"
"1938","2005","Professional footballer"
"1938","2008","Trinidad and Tobago footballer"
"1938","1995","American baseball player and coach"
"1938","2001","Footballer"
"1938","2007","Russian footballer"
"1938","2007","American baseball player"
"1938","1995","American football player"
"1938","1987","German footballer"
"1938","1986","German footballer"
"1938","2003","Irish hurler and Gaelic footballer"
"1938","1998","American football player"
"1938","2012","Italian footballer"
"1938","2009","Salvadoran footballer"
"1938","2012","American baseball player and coach"
"1938","2011","Footballer"
"1938","2012","American football player"
"1938","2012","Scottish footballer"
"1938","2010","Footballer"
"1938","1986","American baseball player"
"1938","2012","Footballer"
"1938","1998","Footballer football manager"
"1938","2010","Footballer"
"1938","2013","Footballer"
"1938","2001","American baseball player"
"1938","2013","Professional footballer"
"1938","2013","American football player"
"1938","2008","Uruguayan footballer"
"1938","2007","Cuban baseball player"
"1938","2012","Hungarian footballer"
"1938","2013","Irish hurler"
"1938","1981","American baseball player"
"1938","2013","English footballer"
"1938","2011","Player of American football"
"1938","1985","footballer"
"1938","1989","Dutch footballer"
"1938","2005","American football player and coach"
"1938","2003","American football player"
"1938","2011","Footballer"
"1938","2013","footballer"
"1938","2010","English footballer"
"1938","2008","American football player"
"1938","2007","English footballer"
"1938","2013","English footballer"
"1938","2013","American football player"
"1938","1985","American baseball player"
"1938","2013","Scottish soccer player"
"1938","2010","Player of American football"
"1938","2006","American football player"
"1938","2002","Footballer"
"1938","1976","American football player"
"1938","2008","Australian soccer player"
"1938","2008","Canadian football executive"
"1938","1986","American baseball player"
"1938","2004","American football player"
"1938","1989","American football player"
"1938","2013","American football offensive lineman"
"1938","2013","American football player"
"1938","2012","Scottish footballer"
"1938","2006","English footballer"
"1938","1969","Welsh footballer"
"1938","2001","footballer"
"1938","1997","footballer"
"1938","2009","Football player"
"1938","1981","Russian footballer"
"1938","1971","Russian footballer"
"1938","1999","Russian footballer"
"1938","2007","Scottish footballer"
"1938","1962","Spanish footballer"
"1938","2011","Spanish football player/manager"
"1938","1965","Player of American football"
"1938","1985","American football player"
"1938","1975","NFL football player"
"1938","2007","American football player"
"1938","2000","American football player"
"1938","1998","Footballer"
"1938","1994","Irish footballer"
"1938","2013","footballer"
"1938","2004","footballer"
"1938","2013","Dutch footballer and manager"
"1938","2002","Japanese football player and manager"
"1938","2011","Baseball player"
"1938","2011","American baseball player"
"1938","1971","Bulgarian footballer"
"1938","2012","American baseball player"
"1938","2000","Footballer"
"1938","2010","English footballer"
"1938","1998","American football player"
"1938","2005","English footballer"
"1938","1972","Cuban baseball player"
"1938","2007","South Korean footballer"
"1938","2008","American football player"
"1938","2003","American baseball player"
"1938","2006","Footballer"
"1938","1995","Spanish footballer"
"1938","2013","footballer"
"1938","1976","Scottish footballer"
"1938","1987","Dutch footballer and manager"
"1938","2012","Association footballer"
"1938","1997","baseball player"
"1938","2010","Portuguese football player/manager"
"1938","2008","American baseball player"
"1938","2007","English professional footballer"
"1938","2008","Footballer"
"1939","1968","German footballer"
"1939","1995","German footballer"
"1939","1964","English footballer"
"1939","1991","English footballer"
"1939","2010","Footballer"
"1939","1963","Player of American football"
"1939","2001","American football player"
"1939","2007","American football player"
"1939","1963","English footballer"
"1939","2013","American football player"
"1939","2009","Footballer"
"1939","1987","Footballer"
"1939","1999","Cuban baseball player"
"1939","2004","Israeli footballer"
"1939","2009","footballer"
"1939","1995","Baseball player"
"1939","2012","Serbian/Yugoslav football player and manager"
"1939","2005","East German football player"
"1939","2013","American baseball player and coach"
"1939","1987","American football player"
"1939","2006","American baseball player"
"1939","2001","American football player"
"1939","1995","English footballer"
"1939","2012","American baseball player"
"1939","2014","footballer"
"1939","1998","German footballer"
"1939","1979","German footballer"
"1939","2007","German footballer"
"1939","1990","Footballer"
"1939","2002","American football player"
"1939","1970","American football player"
"1939","2012","American football player"
"1939","2001","Norwegian footballer"
"1939","1972","American football player"
"1939","2008","American baseball player"
"1939","2012","American baseball player"
"1939","1983","footballer"
"1939","1978","English footballer and manager"
"1939","2013","Irish hurler"
"1939","2013","Footballer"
"1939","2001","Russian footballer"
"1939","2002","Footballer"
"1939","2005","Brazilian footballer"
"1939","1997","Scottish footballer and manager"
"1939","2012","American baseball player"
"1939","2009","Dutch footballer"
"1939","2012","German footballer"
"1939","1995","Baseball player"
"1939","1987","English footballer"
"1939","2012","Player of American football"
"1939","1973","American footballer"
"1939","2001","American football player"
"1939","1998","American baseball player"
"1939","2012","American baseball player"
"1939","1991","American football player"
"1939","2008","American football player"
"1939","1991","Scottish footballer"
"1939","2010","Footballer"
"1939","1982","Serbian footballer"
"1939","2005","footballer"
"1939","2008","Puerto Rican baseball player"
"1939","2001","football player"
"1939","1985","American football player"
"1939","1999","Footballer"
"1939","1986","Mexican footballer"
"1939","1980","Brazilian footballer and manager"
"1939","2009","American football player"
"1939","2014","Irish footballer"
"1939","2010","Footballer"
"1939","2013","American football player"
"1939","2012","footballer"
"1939","2011","Salvadoran footballer"
"1939","2012","Irish footballer"
"1939","2005","Spanish football player/coach"
"1939","1995","English footballer"
"1939","2004","Russian footballer"
"1939","1994","Footballer"
"1939","1979","Dominican Republic baseball player"
"1939","1971","Footballer"
"1939","1966","American baseball player"
"1939","1995","Irish hurler"
"1939","2006","American baseball player"
"1939","2012","Italian footballer"
"1939","2009","English footballer and manager"
"1939","1999","American football player"
"1939","2008","Scottish footballer and manager"
"1939","2009","American baseball player"
"1939","2002","German footballer and manager"
"1939","1994","English footballer"
"1939","2012","Footballer"
"1939","2012","American football player"
"1939","2006","American football player"
"1939","2012","American football player"
"1939","2001","Professional baseball player"
"1939","2009","Scottish footballer"
"1939","1981","Footballer"
"1939","2004","Player of American football"
"1939","1993","American baseball player and coach"
"1939","1996","American football player"
"1939","2007","English footballer"
"1939","2012","American football placekicker"
"1939","2002","Professional footballer"
"1939","2007","Russian footballer"
"1939","1984","Russian footballer"
"1939","2002","Serbian footballer"
"1939","2003","Italian footballer"
"1939","1995","Major League Baseball pitcher"
"1939","1994","Player of American football"
"1939","2013","American football player"
"1939","2001","Scottish footballer"
"1939","2007","American baseball player and coach"
"1939","2012","American football player"
"1939","2011","American baseball player"
"1939","1980","American football player"
"1939","2006","American football player and coach"
"1939","2000","English footballer"
"1939","1992","American football player"
"1939","2007","Footballer"
"1939","2004","Russian footballer Russian footballer and manager"
"1939","2014","Irish hurler"
"1939","1992","German footballer"
"1939","2013","Italian footballer"
"1939","2012","Uruguayan footballer"
"1939","2002","Salvadoran footballer"
"1939","1969","American football player"
"1939","2005","American baseball player"
"1939","2004","Olympic footballer"
"1939","2008","Argentine footballer and manager"
"1939","1984","Footballer"
"1939","2011","Player of American football"
"1939","2010","Scottish footballer and manager"
"1939","1993","Footballer"
"1939","2010","Northern Irish footballer"
"1939","1994","Russian footballer"
"1939","1990","American baseball player"
"1939","2003","English footballer"
"1939","1999","American football player"
"1939","2007","Italian footballer"
"1939","2014","Scottish footballer"
"1939","2013","Major League Baseball player"
"1939","1996","Irish hurler"
"1939","2006","American baseball player"
"1939","2005","Dutch footballer"
"1939","1988","English footballer and manager"
"1939","1999","English footballer"
"1939","2006","American baseball player"
"1939","2004","American football player"
"1939","2011","Professional footballer"
"1939","2013","Honduran footballer"
"1939","2010","NFL football player"
"1939","2012","Welsh footballer"
"1939","2010","Footballer"
"1939","2005","Colombian footballer"
"1940","2014","German footballer"
"1940","1976","Northern Irish footballer"
"1940","1999","Footballer"
"1940","2005","American baseball player and coach"
"1940","2013","Danish footballer"
"1940","1979","Argentine footballer"
"1940","2000","Japanese Olympic footballer"
"1940","2012","American baseball player"
"1940","1991","Dutch footballer and manager"
"1940","2011","German footballer"
"1940","2009","American football player"
"1940","2013","Uruguayan footballer"
"1940","2013","Uruguayan footballer"
"1940","1965","American football player"
"1940","2010","German footballer"
"1940","2014","Professional footballer"
"1940","1985","Major League Baseball pitcher"
"1940","2002","German footballer"
"1940","2010","German footballer"
"1940","2004","German footballer"
"1940","2011","American baseball player"
"1940","2010","Russian footballer"
"1940","2004","footballer"
"1940","2003","Turkish international footballer"
"1940","2004","American football player"
"1940","1988","Soviet footballer-manager"
"1940","1993","Bulgarian footballer"
"1940","2008","American football player"
"1940","2010","Gaelic football player and manager"
"1940","1995","Irish politician hurler and Gaelic footballer"
"1940","1991","American baseball player"
"1940","1965","American baseball player"
"1940","2012","Irish hurler"
"1940","2013","American baseball player"
"1940","2013","English footballer and manager"
"1940","1993","American football player"
"1940","2010","American baseball player"
"1940","2009","Canadian football player"
"1940","2005","English footballer"
"1940","2014","Israeli footballer"
"1940","2002","American football player"
"1940","2009","footballer"
"1940","1967","American football player"
"1940","2005","Footballer and football coach"
"1940","2005","Footballer"
"1940","1991","Baseball player"
"1940","2014","Iranian footballer"
"1940","2001","Football (soccer) defender"
"1940","2009","footballer"
"1940","2010","English footballer"
"1940","2013","Scottish footballer"
"1940","1997","Norwegian footballer and manager"
"1940","2004","Brazilian footballer"
"1940","1997","Mexican football player and manager"
"1940","2006","Player of American football"
"1940","1996","Footballer"
"1940","2013","American football player"
"1940","2008","Spanish footballer"
"1940","1996","Footballer"
"1940","2003","England international association footballer"
"1940","1996","American baseball player"
"1940","1993","New Zealand association footballer"
"1940","2006","English footballer and manager"
"1940","2013","Spanish footballer"
"1940","1968","Uruguayan footballer"
"1940","2007","Danish footballer"
"1940","2009","Swedish footballers"
"1940","1964","Alpine skier"
"1940","2001","Bulgarian footballer"
"1940","2009","Salvadoran footballer"
"1940","2009","Puerto Rican baseball player"
"1940","1993","Footballer"
"1940","1995","Association footballer"
"1940","2001","Footballer"
"1940","1963","American sprinter and football running back"
"1940","1993","Yugoslav footballer"
"1940","2009","American baseball player and coach"
"1940","1993","Footballer"
"1940","2013","Professional footballer"
"1940","2009","American baseball player"
"1940","2006","English footballer and manager"
"1940","1983","German footballer"
"1940","1990","Association footballer"
"1940","2008","English footballer"
"1940","2009","Italian footballer"
"1940","2007","Italian footballer"
"1940","2012","Player of American football"
"1940","2007","Polish footballer"
"1940","2002","American baseball player"
"1940","2009","American baseball player"
"1940","2006","American football player"
"1940","2008","American baseball player"
"1940","2007","English footballer"
"1940","1974","American baseball player"
"1940","1998","American football player"
"1940","2013","American baseball player"
"1940","2005","American football player"
"1940","1978","Russian footballer"
"1940","2010","Tunisian footballer"
"1940","2006","English footballer"
"1940","2010","Footballer"
"1940","2006","Footballer"
"1940","2010","Footballer"
"1940","1992","Player of American football"
"1940","2004","American baseball player"
"1940","1994","Baseball player"
"1940","1993","American baseball player"
"1940","2014","English footballer"
"1940","1995","Russian footballer"
"1940","2011","Former footballer"
"1940","2006","Serbian footballer"
"1940","2004","footballer"
"1940","2008","Soviet footballer"
"1940","2013","Irish Gaelic football player and politician"
"1940","1989","East German footballer"
"1940","1993","Yemeni footballer"
"1940","2008","American soccer player"
"1940","2012","American soccer player"
"1940","1999","German footballer"
"1940","2001","Italian footballer"
"1940","2003","English footballer"
"1940","2011","Japanese Olympic footballer"
"1940","2010","Player of American football"
"1940","2006","English footballer"
"1940","1992","American football player"
"1940","1991","American football player"
"1940","2004","Uruguayan footballer"
"1940","1991","Russian footballer"
"1940","2000","Baseball player"
"1940","2002","Footballer"
"1940","2000","English Test and County cricketer umpire and professional footballer"
"1940","2002","Association footballer"
"1940","2010","Footballer"
"1940","1996","German footballer"
"1940","2010","American baseball player"
"1940","2001","American professional baseball player and coach"
"1940","2014","English footballer"
"1940","2010","American baseball player"
"1940","1978","American football player"
"1940","1998","English footballer"
"1940","2010","Argentine footballer and manager"
"1940","2011","Dominican Republic baseball player"
"1940","1999","footballer"
"1941","2011","Footballer"
"1941","2004","Gaelic football player"
"1941","2007","American football player"
"1941","2013","Footballer"
"1941","1994","Serbian footballer"
"1941","2014","Yugoslav footballer"
"1941","2007","Iranian footballer"
"1941","1991","German footballer"
"1941","2002","Dutch footballer and manager"
"1941","2005","German footballer"
"1941","2006","footaller football coach"
"1941","2013","footballer"
"1941","2013","American baseball player"
"1941","2010","German footballer and manager"
"1941","1996","American baseball player"
"1941","2006","American baseball player"
"1941","1980","Dutch footballers"
"1941","2005","American baseball player"
"1941","2013","American football player"
"1941","2010","American baseball player"
"1941","2014","American football player"
"1941","1982","Belgian football player and manager"
"1941","1992","American baseball player"
"1941","2009","American football player"
"1941","2005","English footballer"
"1941","2003","German footballer"
"1941","2009","Irish hurler"
"1941","1991","Welsh footballer"
"1941","2002","American football player"
"1941","2009","Irish footballer"
"1941","2014","English footballer"
"1941","1994","Indonesian footballer"
"1941","1978","footballer"
"1941","1995","English footballer"
"1941","1984","Swedish footballers"
"1941","1999","American baseball player and coach"
"1941","1999","American baseball player"
"1941","2009","American football player"
"1941","2008","American baseball player and coach"
"1941","2010","Russian footballer"
"1941","2003","Player of American football"
"1941","2008","Danish footballer"
"1941","2012","Association footballer"
"1941","2011","Footballer"
"1941","2007","Argentine footballer"
"1941","1996","Player of American football"
"1941","2014","Chilean footballer"
"1941","2014","English footballer"
"1941","1994","Russian footballer Russian footballer and manager"
"1941","1972","Salvadoran footballer"
"1941","2012","Venezuelan baseball player"
"1941","1964","American football player"
"1941","2011","Association footballer"
"1941","2010","Player of American football"
"1941","2013","American football player"
"1941","2012","Footballer"
"1941","2010","Dutch footballer"
"1941","2013","Italian footballer"
"1941","1999","Dutch footballer and manager"
"1941","2000","American football player"
"1941","2010","American football player"
"1941","1997","footballer"
"1941","1993","English footballer"
"1941","2012","footballer"
"1941","2008","American baseball player"
"1941","2009","American football player"
"1941","1975","Russian footballer"
"1941","2013","American football player"
"1941","1998","German footballer"
"1941","1982","Association footballer"
"1941","2002","Footballer"
"1941","2002","footballer"
"1941","2006","American baseball player"
"1941","2012","Danish footballer and manager"
"1941","2005","American football player"
"1941","2008","American baseball player"
"1941","2009","American soccer player-coach"
"1941","1994","American baseball player"
"1941","2010","Scottish footballer"
"1941","2003","American football player"
"1941","1981","American football player"
"1941","2013","Moroccan footballer"
"1941","1992","English footballer"
"1941","2009","English footballer"
"1941","2014","American football player"
"1941","1997","Argentine footballer"
"1941","2006","footballer"
"1941","1994","American football player"
"1941","1977","Association football player"
"1941","2012","English footballer and manager"
"1941","1998","American football player"
"1941","2003","German footballer"
"1941","2007","footballer and manager"
"1941","2011","footballer"
"1941","2008","American baseball player"
"1941","1976","Paraguayan footballer"
"1941","2007","Baseball player"
"1941","2006","American football player"
"1941","2008","American baseball player"
"1941","1988","Zambian footballer"
"1941","2012","American football player"
"1941","2012","Dutch footballer and manager"
"1941","2012","Midfielder"
"1941","2005","American baseball player"
"1941","2011","American football player"
"1941","2001","Scottish footballer"
"1941","2000","Olympic footballer"
"1941","1981","footballer"
"1941","2007","English footballer"
"1941","2008","Scottish footballer"
"1941","2010","Footballer"
"1941","2008","American football player"
"1941","1998","Footballer"
"1941","1964","American baseball player"
"1942","2009","Australian soccer player"
"1942","2013","Slovak footballer"
"1942","1989","footballer"
"1942","2007","English footballer"
"1942","2002","American baseball player"
"1942","2007","Gaelic football player"
"1942","2012","Portuguese football player/manager"
"1942","2014","Footballer"
"1942","2012","Player of American football"
"1942","2012","Welsh footballer"
"1942","2013","German footballer"
"1942","2011","footballer"
"1942","2010","Russian footballer"
"1942","1987","American baseball player"
"1942","2008","Turkish footballer"
"1942","2003","American football player"
"1942","1986","American football player"
"1942","1994","American football quarterback"
"1942","2011","Russian footballer"
"1942","2001","Russian footballer"
"1942","2011","American football player"
"1942","2000","English footballer"
"1942","2002","English footballer"
"1942","2007","American baseball player"
"1942","1984","Swedish footballer"
"1942","2013","Welsh footballer"
"1942","2000","American football player"
"1942","2004","footballer"
"1942","2009","footballer"
"1942","2013","American baseball player"
"1942","1996","American football player"
"1942","2010","American football player"
"1942","2011","Footballer"
"1942","2004","Footballer"
"1942","2004","Serbian footballer"
"1942","2004","Swedish footballer and manager"
"1942","2001","American baseball player"
"1942","1972","English footballer"
"1942","2003","footballer"
"1942","1978","Salvadoran footballer"
"1942","2009","American soccer player-coach"
"1942","2001","footballer"
"1942","2004","English footballer"
"1942","2013","Player of American football"
"1942","2000","American football player"
"1942","2011","Footballer"
"1942","2000","Footballer"
"1942","1990","Italian footballer"
"1942","1997","American baseball player"
"1942","1975","German footballer"
"1942","2013","Welsh footballer"
"1942","1988","American football player"
"1942","2006","Scottish footballer"
"1942","2009","English footballer"
"1942","1986","American baseball player"
"1942","2010","Scottish footballer and manager"
"1942","2009","Footballer"
"1942","1969","Yugoslav football player"
"1942","1995","Puerto Rican baseball player"
"1942","1995","English footballer"
"1942","2014","English footballer"
"1942","2013","Irish hurler"
"1942","2006","American baseball player and coach"
"1942","1990","American football player"
"1942","1989","English footballer"
"1942","2009","English footballer"
"1942","2008","Russian handball player"
"1942","2005","English footballer"
"1942","2007","Uruguayan footballer"
"1942","2003","American baseball player"
"1942","2002","American baseball player"
"1942","2002","Bulgarian footballer"
"1942","2006","Italian footballer"
"1942","2003","Welsh footballer"
"1942","1999","Argentine footballer"
"1942","1993","American baseball player"
"1942","1997","Footballer; football manager"
"1942","2003","American baseball player"
"1942","2002","Athletics (sport) sprinter and American Football wide receiver"
"1942","2012","American ice hockey player"
"1942","1995","American football player"
"1942","1991","American football player"
"1942","2003","Welsh footballer"
"1942","2005","German footballer"
"1942","2008","American football player"
"1942","1999","American football player"
"1942","2009","Brazilian professional football player and manager"
"1942","1996","Brazilian footballer"
"1942","2003","Footballer"
"1942","2011","Footballer"
"1942","2007","Alpine skier"
"1942","2002","English footballer"
"1942","1978","Footballer"
"1942","2014","American baseball player"
"1942","1992","American football player"
"1942","2010","American baseball player"
"1942","1988","American baseball player"
"1942","2007","American football player"
"1942","1996","Scottish footballer"
"1942","2003","New Zealand football manager"
"1942","2001","American baseball player"
"1942","1986","American football player"
"1942","2001","Northern Irish footballer"
"1942","1992","American football player"
"1942","2012","Footballer"
"1942","1980","American baseball player"
"1942","1995","American baseball player"
"1942","2013","American football player"
"1942","2008","Player of American football"
"1942","2010","American baseball player"
"1942","2010","Major League Baseball pitcher"
"1942","1997","Salvadoran footballer"
